"","V1"
"V2_178",0
"V2_179",0
"V2_180",0
"V2_181",0
"V2_182",0
"V2_183",0
"V2_184",0
"V2_185",0
"V2_186",0
"V2_187",0
"V2_188",0
"V2_189",0
"V2_190",0
"V2_191",0
"V2_192",0
"V2_193",0
"V2_194",0
"V2_195",0
"V2_196",0
"V2_197",0
"V2_198",0
"V2_199",0
"V2_200",0
"V2_201",0
"V2_202",0
"V2_203",0
"V2_204",0
"V2_205",0
"V2_206",0
"V2_207",0
"V2_208",0
"V2_209",0
"V2_210",0
"V2_211",0
"V2_212",0
"V2_213",0
"V2_214",0
"V2_215",0
"V2_216",0
"V2_217",0
"V2_218",0
"V2_219",0
"V2_220",0
"V2_221",0
"V2_222",0
"V2_223",0
"V2_224",0
"V2_225",0
"V2_226",0
"V2_227",0
"V2_228",0
"V2_229",0
"V2_230",0
"V2_231",0
"V2_232",0
"V2_233",0
"V2_234",0
"V2_235",0
"V2_236",0
"V2_237",0
"V2_238",0
"V2_239",0
"V2_240",0
"V2_241",0
"V2_242",0
"V2_243",0
"V2_244",0
"V2_245",0
"V2_246",0
"V2_247",0
"V2_248",0
"V2_249",0
"V2_250",0.0338764430906805
"V2_251",0
"V2_252",0
"V2_253",0
"V2_254",0
"V2_255",0
"V2_256",0
"V2_257",0
"V2_258",0
"V2_259",0
"V2_260",0
"V2_261",0
"V2_262",0
"V2_263",0
"V2_264",0
"V2_265",0
"V2_266",0
"V2_267",0
"V2_268",0
"V2_269",0
"V2_270",0
"V2_271",0
"V2_272",0
"V2_273",0
"V2_274",0
"V2_275",0
"V2_276",0.0256572905086357
"V2_277",0
"V2_278",0
"V2_279",0
"V2_280",0
"V2_281",0
"V2_282",0
"V2_283",0
"V2_284",0
"V2_285",0
"V2_286",0
"V2_287",0
"V2_288",0
"V2_289",0
"V2_290",0
"V2_291",0
"V2_292",0
"V2_293",0
"V2_294",0
"V2_295",0
"V2_296",0
"V2_297",0
"V2_298",0
"V2_299",0
"V2_300",0
"V2_301",0
"V2_302",0
"V2_303",0
"V2_304",0
"V2_305",0
"V2_306",0
"V2_307",0
"V2_308",0
"V2_309",0
"V2_310",0
"V2_311",0
"V2_312",0
"V2_313",0
"V2_314",0
"V2_315",0
"V2_316",0
"V2_317",0
"V2_318",0
"V2_319",0
"V2_320",0
"V2_321",0
"V2_322",0
"V2_323",0
"V2_324",0
"V2_325",0
"V2_326",0
"V2_327",0
"V2_328",0
"V2_329",0
"V2_330",0
"V2_331",-0.0718125899399377
"V2_332",0
"V2_333",0
"V2_334",0
"V2_335",-0.0985067833180203
"V2_336",0
"V2_337",0
"V2_338",0
"V2_339",0
"V2_340",0
"V2_341",0
"V2_342",0
"V2_343",0
"V2_344",0
"V2_345",0
"V2_346",0
"V2_347",0
"V2_348",0
"V2_349",0
"V2_350",0
"V2_351",0
"V2_352",0
"V2_353",0
"V2_354",0
"V2_355",0
"V2_356",0
"V2_357",0
"V2_358",0
"V2_359",0
"V2_360",0
"V2_361",0
"V2_362",0
"V2_363",0
"V2_364",0
"V2_365",0
"V2_366",0
"V2_367",0
"V2_368",0
"V2_369",0
"V2_370",0
"V2_371",0
"V2_372",0
"V2_373",0
"V2_374",0
"V2_375",0
"V2_376",0
"V2_377",0
"V2_378",0
"V2_379",0
"V2_380",0
"V2_381",0
"V2_382",0
"V2_383",0
"V2_384",0
"V2_385",0
"V2_386",0
"V2_387",0
"V2_388",0
"V2_389",0
"V2_390",0
"V2_391",0
"V2_392",0
"V2_393",0
"V2_394",0
"V2_395",0
"V2_396",0
"V2_397",0
"V2_398",0
"V2_399",0
"V2_400",0
"V2_401",0
"V2_402",0
"V2_403",0
"V2_404",0
"V2_405",0
"V2_406",0
"V2_407",0
"V2_408",0
"V2_409",0
"V2_410",0
"V2_411",0
"V2_412",0
"V2_413",0
"V2_414",0
"V2_415",0
"V2_416",0
"V2_417",0
"V2_418",0
"V2_419",0
"V2_420",0
"V2_421",0
"V2_422",0
"V2_423",-0.196660348886159
"V2_424",0
"V2_425",0
"V2_426",0
"V2_427",0
"V2_428",0
"V2_429",0
"V2_430",0
"V2_431",0
"V2_432",-0.138793802136749
"V2_433",0
"V2_434",0
"V2_435",0
"V2_436",0
"V2_437",0
"V2_438",0
"V2_439",0
"V2_440",0
"V2_441",0
"V2_442",0
"V2_443",0
"V2_444",0
"V2_445",0
"V2_446",0
"V2_447",0
"V2_448",0
"V2_449",0
"V2_450",0
"V2_451",0
"V2_452",0
"V2_453",0
"V2_454",0
"V2_455",0
"V2_456",0
"V2_457",0
"V2_458",0
"V2_459",0
"V2_460",0
"V2_461",0
"V2_462",0
"V2_463",0
"V2_464",0
"V2_465",0
"V2_466",0
"V2_467",0
"V2_468",0
"V2_469",0
"V2_470",0
"V2_471",0
"V2_472",0
"V2_473",0
"V2_474",0
"V2_475",0
"V2_476",0
"V2_477",0
"V2_478",0
"V2_479",0
"V2_480",0
"V2_481",0
"V2_482",0
"V2_483",0
"V2_484",0
"V2_485",0
"V2_486",0
"V2_487",0
"V2_488",-0.149016756319359
"V2_489",0
"V2_490",0
"V2_491",0
"V2_492",0
"V2_493",0
"V2_494",0
"V2_495",0
"V2_496",0
"V2_497",0
"V2_498",0
"V2_499",0
"V2_500",0
"V2_501",0
"V2_502",0
"V2_503",0
"V2_504",0
"V2_505",0
"V2_506",0
"V2_507",0
"V2_508",0
"V2_509",0
"V2_510",0
"V2_511",0
"V2_512",0
"V2_513",0
"V2_514",0
"V2_515",0
"V2_516",0
"V2_517",0
"V2_518",0
"V2_519",0
"V2_520",0
"V2_521",0
"V2_522",0
"V2_523",0
"V2_524",0
"V2_525",0
"V2_526",0
"V2_527",0
"V2_528",0
"V2_529",0
"V2_530",0
"V2_531",0
"V2_532",0
"V2_533",0
"V2_534",0
"V2_535",0
"V2_536",0
"V2_537",0
"V2_538",0
"V2_539",0
"V2_540",0
"V2_541",0
"V2_542",0
"V2_543",0
"V2_544",0
"V2_545",0
"V2_546",0
"V2_547",0
"V2_548",0
"V2_549",0
"V2_550",0
"V2_551",0
"V2_552",0
"V2_553",0
"V2_554",0
"V2_555",0
"V2_556",-0.22002645156557
"V2_557",0
"V2_558",0
"V2_559",0
"V2_560",0
"V2_561",0
"V2_562",0
"V2_563",0
"V2_564",0
"V2_565",0
"V2_566",0
"V2_567",0
"V2_568",0
"V2_569",0
"V2_570",0
"V2_571",0
"V2_572",0
"V2_573",0
"V2_574",0
"V2_575",0
"V2_576",0
"V2_577",0
"V2_578",0
"V2_579",0
"V2_580",0
"V2_581",0
"V2_582",0
"V2_583",0
"V2_584",0
"V2_585",0
"V2_586",0
"V2_587",0
"V2_588",0
"V2_589",0
"V2_590",0
"V2_591",0
"V2_592",0
"V2_593",0
"V2_594",0
"V2_595",0
"V2_596",0
"V2_597",0
"V2_598",0
"V2_599",0
"V2_600",0
"V2_601",0
"V2_602",0
"V2_603",0
"V2_604",0
"V2_605",0
"V2_606",0
"V2_607",0
"V2_608",0
"V2_609",0
"V2_610",0
"V2_611",0
"V2_612",0
"V2_613",0
"V2_614",0
"V2_615",0
"V2_616",0
"V2_617",0
"V2_618",0
"V2_619",0
"V2_620",0
"V2_621",0
"V2_622",0
"V2_623",0
"V2_624",0
"V2_625",0
"V2_626",0
"V2_627",0
"V2_628",0
"V2_629",0
"V2_630",0
"V2_631",0
"V2_632",0
"V2_633",0
"V2_634",0
"V2_635",0
"V2_636",0
"V2_637",0
"V2_638",0
"V2_639",0
"V2_640",0
"V2_641",0
"V2_642",-0.201458607966317
"V2_643",0
"V2_644",0
"V2_645",0
"V2_646",0
"V2_647",0
"V2_648",0
"V2_649",0
"V2_650",0.0894672275611725
"V2_651",0
"V2_652",0
"V2_653",0
"V2_654",0
"V2_655",0
"V2_656",0
"V2_657",0
"V2_658",0
"V2_659",0
"V2_660",0
"V2_661",0
"V2_662",0
"V2_663",0
"V2_664",0
"V2_665",0
"V2_666",0
"V2_667",0
"V2_668",0
"V2_669",0
"V2_670",0
"V2_671",0
"V2_672",-0.124924703741738
"V2_673",0
"V2_674",0
"V2_675",0
"V2_676",0
"V2_677",0
"V2_678",0
"V2_679",0
"V2_680",0
"V2_681",0
"V2_682",0
"V2_683",0
"V2_684",0
"V2_685",0
"V2_686",0
"V2_687",0
"V2_688",0
"V2_689",0
"V2_690",0
"V2_691",0
"V2_692",0
"V2_693",0
"V2_694",0
"V2_695",0
"V2_696",0
"V2_697",0
"V2_698",0
"V2_699",0
"V2_700",0
"V2_701",0
"V2_702",0
"V2_703",0
"V2_704",0
"V2_705",0
"V2_706",0
"V2_707",0
"V2_708",0
"V2_709",0
"V2_710",0
"V2_711",0
"V2_712",0
"V2_713",0
"V2_714",0
"V2_715",0
"V2_716",0
"V2_717",0
"V2_718",0
"V2_719",0
"V2_720",0
"V2_721",0
"V2_722",0
"V2_723",0
"V2_724",0
"V2_725",0
"V2_726",0
"V2_727",0
"V2_728",0
"V2_729",0
"V2_730",0
"V2_731",0
"V2_732",0
"V2_733",0
"V2_734",0
"V2_735",0
"V2_736",0
"V2_737",0
"V2_738",0
"V2_739",0
"V2_740",0
"V2_741",0
"V2_742",0
"V2_743",0
"V2_744",0
"V2_745",0
"V2_746",0
"V2_747",0
"V2_748",0
"V2_749",0
"V2_750",-0.0628667388763191
"V2_751",0
"V2_752",0
"V2_753",0
"V2_754",0
"V2_755",0
"V2_756",0
"V2_757",0
"V2_758",0
"V2_759",0
"V2_760",0
"V2_761",0
"V2_762",0
"V2_763",0
"V2_764",0
"V2_765",0
"V2_766",0
"V2_767",0
"V2_768",0
"V2_769",0
"V2_770",0
"V2_771",0
"V2_772",0
"V2_773",0
"V2_774",0
"V2_775",0
"V2_776",0
"V2_777",0
"V2_778",0
"V2_779",0
"V2_780",0
"V2_781",0
"V2_782",0
"V2_783",0
"V2_784",0
"V2_785",0
"V2_786",0
"V2_787",0
"V2_788",0
"V2_789",0
"V2_790",0
"V2_791",0
"V2_792",0
"V2_793",0
"V2_794",0
"V2_795",0
"V2_796",0
"V2_797",0
"V2_798",0
"V2_799",0
"V2_800",0
"V2_801",0
"V2_802",0
"V2_803",0
"V2_804",0
"V2_805",0
"V2_806",0
"V2_807",0
"V2_808",0
"V2_809",0
"V2_810",0
"V2_811",0
"V2_812",0
"V2_813",0
"V2_814",0
"V2_815",0
"V2_816",0
"V2_817",0
"V2_818",0
"V2_819",0
"V2_820",0
"V2_821",0
"V2_822",0
"V2_823",0
"V2_824",0
"V2_825",0
"V2_826",0
"V2_827",0
"V2_828",0
"V2_829",0
"V2_830",0
"V2_831",0
"V2_832",0
"V2_833",0
"V2_834",0
"V2_835",0
"V2_836",0
"V2_837",0
"V2_838",0
"V2_839",0
"V2_840",0
"V2_841",0
"V2_842",0
"V2_843",0
"V2_844",0
"V2_845",0
"V2_846",0
"V2_847",0
"V2_848",0
"V2_849",0
"V2_850",0
"V2_851",0
"V2_852",0
"V2_853",0
"V2_854",0
"V2_855",0
"V2_856",0
"V2_857",0
"V2_858",0
"V2_859",0
"V2_860",0
"V2_861",0
"V2_862",0
"V2_863",0
"V2_864",0
"V2_865",0
"V2_866",0
"V2_867",0
"V2_868",0
"V2_869",0
"V2_870",0
"V2_871",0
"V2_872",0
"V2_873",0
"V2_874",0
"V2_875",0
"V2_876",0
"V2_877",0
"V2_878",0
"V2_879",0
"V2_880",0
"V2_881",0
"V2_882",0
"V2_883",0
"V2_884",0
"V2_885",0
"V2_886",0
"V2_887",0
"V2_888",0
"V2_889",0
"V2_890",0
"V2_891",0
"V2_892",0
"V2_893",0
"V2_894",0
"V2_895",0
"V2_896",0
"V2_897",0
"V2_898",0
"V2_899",0
"V2_900",0
"V2_901",0
"V2_902",0
"V2_903",0
"V2_904",0
"V2_905",0
"V2_906",0
"V2_907",0
"V2_908",0
"V2_909",0
"V2_910",0
"V2_911",0
"V2_912",0
"V2_913",0
"V2_914",0
"V2_915",0
"V2_916",0
"V2_917",0
"V2_918",0
"V2_919",0
"V2_920",0
"V2_921",0
"V2_922",0
"V2_923",0
"V2_924",0
"V2_925",0
"V2_926",0
"V2_927",0
"V2_928",0
"V2_929",0
"V2_930",0
"V2_931",0
"V2_932",0
"V2_933",0
"V2_934",0
"V2_935",0
"V2_936",0
"V2_937",0
"V2_938",0
"V2_939",0
"V2_940",0
"V2_941",0
"V2_942",0
"V2_943",0
"V2_944",0
"V2_945",0
"V2_946",0
"V2_947",0
"V2_948",0
"V2_949",0
"V2_950",0
"V2_951",0
"V2_952",0
"V2_953",0
"V2_954",0
"V2_955",0
"V2_956",0
"V2_957",0
"V2_958",0
"V2_959",0
"V2_960",0
"V2_961",0
"V2_962",0
"V2_963",0
"V2_964",0
"V2_965",0
"V2_966",0
"V2_967",0
"V2_968",0
"V2_969",0
"V2_970",0
"V2_971",0
"V2_972",0
"V2_973",0
"V2_974",0
"V2_975",0
"V2_976",0
"V2_977",0
"V2_978",0
"V2_979",0
"V2_980",0
"V2_981",0
"V2_982",0
"V2_983",0
"V2_984",0
"V2_985",-0.0861989880694457
"V2_986",0
"V2_987",0
"V2_988",0
"V2_989",0
"V2_990",0
"V2_991",0
"V2_992",0
"V2_993",0
"V2_994",0
"V2_995",0
"V2_996",0
"V2_997",0
"V2_998",0
"V2_999",0
"V2_1000",0
"V2_1001",0
"V2_1002",0
"V2_1003",0
"V2_1004",0
"V2_1005",0
"V2_1006",0
"V2_1007",0
"V2_1008",0
"V2_1009",0
"V2_1010",0
"V2_1011",0
"V2_1012",0
"V2_1013",0
"V2_1014",0
"V2_1015",0
"V2_1016",0
"V2_1017",0
"V2_1018",0
"V2_1019",0
"V2_1020",0
"V2_1021",0
"V2_1022",0
"V2_1023",0
"V2_1024",0
"V2_1025",0
"V2_1026",0
"V2_1027",0
"V2_1028",0
"V2_1029",0
"V2_1030",0
"V2_1031",0
"V2_1032",0
"V2_1033",0
"V2_1034",0
"V2_1035",0
"V2_1036",0
"V2_1037",0
"V2_1038",0
"V2_1039",0
"V2_1040",0
"V2_1041",0
"V2_1042",0
"V2_1043",0
"V2_1044",0
"V2_1045",0
"V2_1046",0
"V2_1047",0
"V2_1048",0
"V2_1049",0
"V2_1050",0
"V2_1051",0
"V2_1052",0
"V2_1053",0
"V2_1054",0
"V2_1055",0
"V2_1056",0
"V2_1057",0
"V2_1058",0
"V2_1059",0
"V2_1060",0
"V2_1061",0
"V2_1062",0
"V2_1063",0
"V2_1064",0
"V2_1065",0
"V2_1066",0
"V2_1067",0
"V2_1068",0
"V2_1069",0
"V2_1070",0
"V2_1071",0
"V2_1072",0
"V2_1073",0
"V2_1074",0
"V2_1075",0
"V2_1076",0
"V2_1077",0
"V2_1078",0
"V2_1079",0
"V2_1080",0
"V2_1081",0
"V2_1082",0
"V2_1083",0
"V2_1084",0
"V2_1085",0
"V2_1086",0
"V2_1087",0
"V2_1088",0
"V2_1089",0
"V2_1090",0
"V2_1091",0
"V2_1092",0
"V2_1093",0
"V2_1094",0
"V2_1095",0
"V2_1096",0
"V2_1097",0
"V2_1098",0
"V2_1099",0
"V2_1100",0
"V2_1101",0
"V2_1102",0
"V2_1103",0
"V2_1104",0
"V2_1105",0
"V2_1106",0
"V2_1107",0
"V2_1108",0
"V2_1109",0
"V2_1110",0
"V2_1111",0
"V2_1112",0
"V2_1113",0
"V2_1114",0
"V2_1115",0
"V2_1116",0
"V2_1117",0
"V2_1118",0
"V2_1119",0
"V2_1120",0
"V2_1121",0
"V2_1122",0
"V2_1123",0
"V2_1124",0
"V2_1125",0
"V2_1126",0
"V2_1127",0
"V2_1128",0
"V2_1129",0
"V2_1130",0
"V2_1131",0
"V2_1132",0
"V2_1133",0
"V2_1134",0
"V2_1135",0
"V2_1136",0
"V2_1137",0
"V2_1138",0
"V2_1139",0
"V2_1140",0
"V2_1141",0
"V2_1142",0
"V2_1143",0
"V2_1144",0
"V2_1145",0
"V2_1146",0
"V2_1147",0
"V2_1148",0
"V2_1149",0
"V2_1150",0
"V2_1151",0
"V2_1152",0
"V2_1153",0
"V2_1154",0
"V2_1155",0
"V2_1156",0
"V2_1157",0
"V2_1158",0
"V2_1159",0
"V2_1160",0
"V2_1161",0
"V2_1162",0
"V2_1163",0
"V2_1164",0
"V2_1165",0
"V2_1166",0
"V2_1167",0
"V2_1168",0
"V2_1169",0
"V2_1170",0
"V2_1171",0
"V2_1172",0
"V2_1173",0
"V2_1174",0
"V2_1175",0
"V2_1176",0
"V2_1177",0
"V2_1178",0
"V2_1179",0
"V2_1180",0
"V2_1181",0
"V2_1182",0
"V2_1183",0
"V2_1184",0
"V2_1185",0
"V2_1186",0
"V2_1187",0
"V2_1188",0
"V2_1189",0
"V2_1190",0
"V2_1191",0
"V2_1192",0
"V2_1193",0
"V2_1194",0
"V2_1195",0
"V2_1196",0
"V2_1197",0
"V2_1198",0
"V2_1199",0
"V2_1200",0
"V2_1201",0
"V2_1202",0
"V2_1203",0
"V2_1204",0
"V2_1205",0
"V2_1206",0
"V2_1207",0
"V2_1208",0
"V2_1209",0
"V2_1210",0
"V2_1211",0
"V2_1212",0
"V2_1213",0
"V2_1214",0
"V2_1215",0
"V2_1216",0
"V2_1217",0
"V2_1218",0
"V2_1219",0
"V2_1220",0
"V2_1221",0
"V2_1222",0
"V2_1223",0
"V2_1224",0
"V2_1225",0
"V2_1226",0
"V2_1227",0
"V2_1228",0
"V2_1229",0
"V2_1230",0
"V2_1231",0
"V2_1232",0
"V2_1233",0
"V2_1234",0
"V2_1235",0
"V2_1236",0
"V2_1237",0
"V2_1238",0
"V2_1239",0
"V2_1240",0
"V2_1241",0
"V2_1242",0
"V2_1243",0
"V2_1244",0
"V2_1245",0
"V2_1246",0
"V2_1247",0
"V2_1248",0
"V2_1249",0
"V2_1250",0
"V2_1251",0
"V2_1252",0
"V2_1253",0
"V2_1254",0
"V2_1255",0
"V2_1256",0
"V2_1257",0
"V2_1258",0
"V2_1259",0
"V2_1260",0
"V2_1261",0
"V2_1262",0
"V2_1263",0
"V2_1264",0
"V2_1265",0
"V2_1266",0
"V2_1267",0
"V2_1268",0
"V2_1269",0
"V2_1270",0
"V2_1271",0
"V2_1272",0
"V2_1273",0
"V2_1274",0
"V2_1275",0
"V2_1276",0
"V2_1277",0
"V2_1278",0
"V2_1279",0
"V2_1280",0
"V2_1281",0
"V2_1282",0
"V2_1283",0
"V2_1284",0
"V2_1285",0
"V2_1286",0
"V2_1287",-0.22350866138462
"V2_1288",0
"V2_1289",0
"V2_1290",0
"V2_1291",0
"V2_1292",0
"V2_1293",0
"V2_1294",0
"V2_1295",0
"V2_1296",0
"V2_1297",0
"V2_1298",0
"V2_1299",0
"V2_1300",0
"V2_1301",0
"V2_1302",0
"V2_1303",0
"V2_1304",0
"V2_1305",0
"V2_1306",0
"V2_1307",0
"V2_1308",0
"V2_1309",0
"V2_1310",0
"V2_1311",0
"V2_1312",0
"V2_1313",0
"V2_1314",0
"V2_1315",0
"V2_1316",0
"V2_1317",0
"V2_1318",0
"V2_1319",0
"V2_1320",-0.0054034004364003
"V2_1321",0
"V2_1322",0
"V2_1323",0
"V2_1324",0
"V2_1325",0
"V2_1326",0
"V2_1327",0
"V2_1328",0
"V2_1329",0
"V2_1330",0
"V2_1331",0
"V2_1332",-0.0197149856194099
"V2_1333",0
"V2_1334",0
"V2_1335",0
"V2_1336",0
"V2_1337",0
"V2_1338",0
"V2_1339",0
"V2_1340",0
"V2_1341",0
"V2_1342",0
"V2_1343",0
"V2_1344",0
"V2_1345",0
"V2_1346",0
"V2_1347",0
"V2_1348",0
"V2_1349",0
"V2_1350",0
"V2_1351",0
"V2_1352",0
"V2_1353",0
"V2_1354",0
"V2_1355",0
"V2_1356",0
"V2_1357",0
"V2_1358",0
"V2_1359",0
"V2_1360",0
"V2_1361",0
"V2_1362",0
"V2_1363",0
"V2_1364",0
"V2_1365",0
"V2_1366",0
"V2_1367",0
"V2_1368",0
"V2_1369",0
"V2_1370",0
"V2_1371",0
"V2_1372",0
"V2_1373",0
"V2_1374",0
"V2_1375",0
"V2_1376",0
"V2_1377",0
"V2_1378",0
"V2_1379",0
"V2_1380",0
"V2_1381",0
"V2_1382",0
"V2_1383",0
"V2_1384",0
"V2_1385",0
"V2_1386",0
"V2_1387",0
"V2_1388",0
"V2_1389",0
"V2_1390",0
"V2_1391",0
"V2_1392",0
"V2_1393",0
"V2_1394",0
"V2_1395",0
"V2_1396",0
"V2_1397",0
"V2_1398",0
"V2_1399",0
"V2_1400",0
"V2_1401",0
"V2_1402",0
"V2_1403",0
"V2_1404",0
"V2_1405",0
"V2_1406",0
"V2_1407",0
"V2_1408",-0.203345705514196
"V2_1409",0
"V2_1410",0
"V2_1411",0
"V2_1412",0
"V2_1413",0
"V2_1414",0
"V2_1415",0
"V2_1416",0
"V2_1417",0
"V2_1418",0
"V2_1419",0
"V2_1420",0
"V2_1421",0
"V2_1422",0
"V2_1423",0
"V2_1424",0
"V2_1425",0
"V2_1426",0
"V2_1427",0
"V2_1428",0
"V2_1429",0
"V2_1430",0
"V2_1431",0
"V2_1432",0
"V2_1433",0
"V2_1434",0
"V2_1435",0
"V2_1436",0
"V2_1437",0
"V2_1438",0
"V2_1439",0
"V2_1440",0
"V2_1441",0
"V2_1442",0
"V2_1443",0
"V2_1444",0
"V2_1445",0
"V2_1446",0
"V2_1447",0
"V2_1448",0
"V2_1449",0
"V2_1450",0
"V2_1451",0
"V2_1452",0
"V2_1453",0
"V2_1454",0
"V2_1455",0
"V2_1456",0
"V2_1457",0
"V2_1458",0
"V2_1459",0
"V2_1460",0
"V2_1461",0
"V2_1462",0
"V2_1463",0
"V2_1464",0
"V2_1465",0
"V2_1466",-0.174687166524528
"V2_1467",0
"V2_1468",0
"V2_1469",0
"V2_1470",0
"V2_1471",0
"V2_1472",0
"V2_1473",0
"V2_1474",0
"V2_1475",0
"V2_1476",0
"V2_1477",0
"V2_1478",0
"V2_1479",0
"V2_1480",0
"V2_1481",0
"V2_1482",0
"V2_1483",0
"V2_1484",0
"V2_1485",0
"V2_1486",0
"V2_1487",0
"V2_1488",0
"V2_1489",0
"V2_1490",0
"V2_1491",0
"V2_1492",0
"V2_1493",0
"V2_1494",0
"V2_1495",0
"V2_1496",0
"V2_1497",0
"V2_1498",0
"V2_1499",0
"V2_1500",0
"V2_1501",0
"V2_1502",0
"V2_1503",0
"V2_1504",0
"V2_1505",0
"V2_1506",0
"V2_1507",0
"V2_1508",0
"V2_1509",0
"V2_1510",0
"V2_1511",0
"V2_1512",0
"V2_1513",0
"V2_1514",0
"V2_1515",0
"V2_1516",0
"V2_1517",0
"V2_1518",0
"V2_1519",0
"V2_1520",0
"V2_1521",0
"V2_1522",0
"V2_1523",0
"V2_1524",0
"V2_1525",0
"V2_1526",0
"V2_1527",0
"V2_1528",0
"V2_1529",0
"V2_1530",0
"V2_1531",0
"V2_1532",0
"V2_1533",0
"V2_1534",0
"V2_1535",0
"V2_1536",0
"V2_1537",0
"V2_1538",0
"V2_1539",0
"V2_1540",0
"V2_1541",0
"V2_1542",0
"V2_1543",0
"V2_1544",0
"V2_1545",0
"V2_1546",0
"V2_1547",0
"V2_1548",0
"V2_1549",0
"V2_1550",0
"V2_1551",0
"V2_1552",0
"V2_1553",0
"V2_1554",0
"V2_1555",0
"V2_1556",0
"V2_1557",0
"V2_1558",0
"V2_1559",0
"V2_1560",0
"V2_1561",0
"V2_1562",0
"V2_1563",0
"V2_1564",0
"V2_1565",0
"V2_1566",0
"V2_1567",0
"V2_1568",0
"V2_1569",0
"V2_1570",0
"V2_1571",0
"V2_1572",0
"V2_1573",0
"V2_1574",0
"V2_1575",0
"V2_1576",0
"V2_1577",0
"V2_1578",0
"V2_1579",0
"V2_1580",0
"V2_1581",0
"V2_1582",0
"V2_1583",0
"V2_1584",0
"V2_1585",0
"V2_1586",0
"V2_1587",0
"V2_1588",0
"V2_1589",0
"V2_1590",0
"V2_1591",0
"V2_1592",0
"V2_1593",0
"V2_1594",0
"V2_1595",0
"V2_1596",0
"V2_1597",0
"V2_1598",0
"V2_1599",0
"V2_1600",0
"V2_1601",0
"V2_1602",0
"V2_1603",0
"V2_1604",0
"V2_1605",0
"V2_1606",0
"V2_1607",0
"V2_1608",0
"V2_1609",0
"V2_1610",0
"V2_1611",0
"V2_1612",0
"V2_1613",0
"V2_1614",0
"V2_1615",0
"V2_1616",0
"V2_1617",0
"V2_1618",0
"V2_1619",0
"V2_1620",0
"V2_1621",0
"V2_1622",0
"V2_1623",0
"V2_1624",0
"V2_1625",0
"V2_1626",0
"V2_1627",0
"V2_1628",0
"V2_1629",0
"V2_1630",0
"V2_1631",0
"V2_1632",0
"V2_1633",0
"V2_1634",0
"V2_1635",0
"V2_1636",0
"V2_1637",0
"V2_1638",0
"V2_1639",0
"V2_1640",0
"V2_1641",0
"V2_1642",0
"V2_1643",0
"V2_1644",0
"V2_1645",0
"V2_1646",0
"V2_1647",0
"V2_1648",0
"V2_1649",0
